playlist_id,track_id
37i9dQZF1DXcBWIGoYBM5M,5aIVCx5tnk0ntmdiinnYvw
37i9dQZF1DXcBWIGoYBM5M,4xhsWYTOGcal8zt0J161CU
37i9dQZF1DXcBWIGoYBM5M,3rUGC1vUpkDG9CZFHMur1t
37i9dQZF1DXcBWIGoYBM5M,4OMJGnvZfDvsePyCwRGO7X
37i9dQZF1DXcBWIGoYBM5M,7omJfT9s6V2IpQNBYyq5C8
37i9dQZF1DXcBWIGoYBM5M,5mjYQaktjmjcMKcUIcqz4s
37i9dQZF1DXcBWIGoYBM5M,4iZ4pt7kvcaH6Yo8UoZ4s2
37i9dQZF1DXcBWIGoYBM5M,1BxfuPKGuaTgP7aM0Bbdwr
37i9dQZF1DXcBWIGoYBM5M,2KslE17cAJNHTsI2MI0jb2
37i9dQZF1DXcBWIGoYBM5M,4MjDJD8cW7iVeWInc2Bdyj
37i9dQZF1DXcBWIGoYBM5M,2IGMVunIBsBLtEQyoI1Mu7
37i9dQZF1DXcBWIGoYBM5M,1kuGVB7EU95pJObxwvfwKS
37i9dQZF1DXcBWIGoYBM5M,4KULAymBBJcPRpk1yO4dOG
37i9dQZF1DXcBWIGoYBM5M,3vkCueOmm7xQDoJ17W1Pm3
37i9dQZF1DXcBWIGoYBM5M,0WtM2NBVQNNJLh6scP13H8
37i9dQZF1DXcBWIGoYBM5M,3CWq0pAKKTWb0K4yiglDc4
37i9dQZF1DXcBWIGoYBM5M,7dJYggqjKo71KI9sLzqCs8
37i9dQZF1DXcBWIGoYBM5M,1vYXt7VSjH9JIM5oRRo7vA
37i9dQZF1DXcBWIGoYBM5M,6WzRpISELf3YglGAh7TXcG
37i9dQZF1DXcBWIGoYBM5M,0HD8mbiPjp3o94X3EaZp0o
37i9dQZF1DXcBWIGoYBM5M,2Zo1PcszsT9WQ0ANntJbID
37i9dQZF1DXcBWIGoYBM5M,7x9aauaA9cu6tyfpHnqDLo
37i9dQZF1DXcBWIGoYBM5M,0mflMxspEfB0VbI1kyLiAv
37i9dQZF1DXcBWIGoYBM5M,2HafqoJbgXdtjwCOvNEF14
37i9dQZF1DXcBWIGoYBM5M,17phhZDn6oGtzMe56NuWvj
37i9dQZF1DXcBWIGoYBM5M,1Qrg8KqiBpW07V7PNxwwwL
37i9dQZF1DXcBWIGoYBM5M,6wf7Yu7cxBSPrRlWeSeK0Q
37i9dQZF1DXcBWIGoYBM5M,4rXLjWdF2ZZpXCVTfWcshS
37i9dQZF1DXcBWIGoYBM5M,5w40ZYhbBMAlHYNDaVJIUu
37i9dQZF1DXcBWIGoYBM5M,1Iq8oo9XkmmvCQiGOfORiz
37i9dQZF1DXcBWIGoYBM5M,17cia5k4BpGVlyEfqrFH50
37i9dQZF1DXcBWIGoYBM5M,5Eh1nj7IjV9lwpcKAkidyY
37i9dQZF1DXcBWIGoYBM5M,0cVyQfDyRnMJ0V3rjjdlU3
37i9dQZF1DXcBWIGoYBM5M,7aqfrAY2p9BUSiupwk3svU
37i9dQZF1DXcBWIGoYBM5M,6wsqVwoiVH2kde4k4KKAFU
37i9dQZF1DXcBWIGoYBM5M,1odExI7RdWc4BT515LTAwj
37i9dQZF1DXcBWIGoYBM5M,7CyPwkp0oE8Ro9Dd5CUDjW
37i9dQZF1DXcBWIGoYBM5M,5sdQOyqq2IDhvmx2lHOpwd
37i9dQZF1DXcBWIGoYBM5M,73RbfOTJIjHzi2pcVHjeHM
37i9dQZF1DXcBWIGoYBM5M,2i2gDpKKWjvnRTOZRhaPh2
37i9dQZF1DXcBWIGoYBM5M,59NraMJsLaMCVtwXTSia8i
37i9dQZF1DXcBWIGoYBM5M,739WUU1tPFLO4x4HJq561K
37i9dQZF1DXcBWIGoYBM5M,7ABLbnD53cQK00mhcaOUVG
37i9dQZF1DXcBWIGoYBM5M,741UUVE2kuITl0c6zuqqbO
37i9dQZF1DXcBWIGoYBM5M,23RoR84KodL5HWvUTneQ1w
37i9dQZF1DXcBWIGoYBM5M,7DSAEUvxU8FajXtRloy8M0
37i9dQZF1DXcBWIGoYBM5M,0rKWJnmo6Q0ovoPOLoLm0t
37i9dQZF1DXcBWIGoYBM5M,6iF4RgIjDvDqyW13PezSj3
37i9dQZF1DXcBWIGoYBM5M,6GGtHZgBycCgGBUhZo81xe
37i9dQZF1DXcBWIGoYBM5M,2FDTHlrBguDzQkp7PVj16Q
37i9dQZF1DX0XUsuxWHRQd,2YSzYUF3jWqb9YP9VXmpjE
37i9dQZF1DX0XUsuxWHRQd,4xhsWYTOGcal8zt0J161CU
37i9dQZF1DX0XUsuxWHRQd,1udwFobQ1JoOdWPQrp2b6u
37i9dQZF1DX0XUsuxWHRQd,5gzEL5O1ubbtIHUhLkSMTz
37i9dQZF1DX0XUsuxWHRQd,1xWkeSPhf3bZqHY7Ncz8vp
37i9dQZF1DX0XUsuxWHRQd,1c7MITQmNJTrvfbDSzWT6x
37i9dQZF1DX0XUsuxWHRQd,7aqfrAY2p9BUSiupwk3svU
37i9dQZF1DX0XUsuxWHRQd,6iiCzEd1ULpq7nXbZVQ4pi
37i9dQZF1DX0XUsuxWHRQd,2Gk6fi0dqt91NKvlzGsmm7
37i9dQZF1DX0XUsuxWHRQd,7idI4LLo9LVLqrvvzhSj3n
37i9dQZF1DX0XUsuxWHRQd,1nQaTUDJ7Rc4yOvZmg9Ozr
37i9dQZF1DX0XUsuxWHRQd,5Se32hEA9raeboZerywxka
37i9dQZF1DX0XUsuxWHRQd,351CSUM0YDA0GCbHCSKoL1
37i9dQZF1DX0XUsuxWHRQd,7bwflXK0lc225Ir1SlkptS
37i9dQZF1DX0XUsuxWHRQd,2IGMVunIBsBLtEQyoI1Mu7
37i9dQZF1DX0XUsuxWHRQd,6wsqVwoiVH2kde4k4KKAFU
37i9dQZF1DX0XUsuxWHRQd,4367dXCt02KMgELPisJ2D4
37i9dQZF1DX0XUsuxWHRQd,2jmdxJ60YfV3fVemuLz7pD
37i9dQZF1DX0XUsuxWHRQd,0zbGWzQkLY5wn4xyiLYEi0
37i9dQZF1DX0XUsuxWHRQd,6ulEymrJ2Azx1uo3YHSE5w
37i9dQZF1DX0XUsuxWHRQd,42VsgItocQwOQC3XWZ8JNA
37i9dQZF1DX0XUsuxWHRQd,0oqnZWNBvobs1t181f45Ck
37i9dQZF1DX0XUsuxWHRQd,4M68xjcc42oxyphhzpOWXS
37i9dQZF1DX0XUsuxWHRQd,6N7TGPYfGP2oxiy9Cpaz9G
37i9dQZF1DX0XUsuxWHRQd,35gu7pEQ2gOLUvskspCD3Y
37i9dQZF1DX0XUsuxWHRQd,3Kh8X9lHztqVBTgw30HbXn
37i9dQZF1DX0XUsuxWHRQd,4rXLjWdF2ZZpXCVTfWcshS
37i9dQZF1DX0XUsuxWHRQd,4EKfEZ89t2DzU41RbsyFC6
37i9dQZF1DX0XUsuxWHRQd,3ScMs95OaNlkrZuRe7gyYa
37i9dQZF1DX0XUsuxWHRQd,6Qc90FMwNUjJ2M893RdYUg
37i9dQZF1DX0XUsuxWHRQd,7LTCmtMpf3JPfBE8gAl64z
37i9dQZF1DX0XUsuxWHRQd,3kfhS2L56Wj8fBcu7xE47H
37i9dQZF1DX0XUsuxWHRQd,2hkcNrUwTVwKqjfUO1Kx3d
37i9dQZF1DX0XUsuxWHRQd,7GkZ2cx7i74zu1piQy3i6T
37i9dQZF1DX0XUsuxWHRQd,53QRPT9Z42ALxGL1YGT9x1
37i9dQZF1DX0XUsuxWHRQd,4PKh6tJP16etcy2eKyMODe
37i9dQZF1DX0XUsuxWHRQd,67nepsnrcZkowTxMWigSbb
37i9dQZF1DX0XUsuxWHRQd,39fKVWP7D9qAmkM8qjRQoC
37i9dQZF1DX0XUsuxWHRQd,1BmI4EYdfzbg8DlV6pHYrY
37i9dQZF1DX0XUsuxWHRQd,5FDc4ljIWyW8wClzt54dhs
37i9dQZF1DX0XUsuxWHRQd,24zmKlJp1LlIRpagSbMaRY
37i9dQZF1DX0XUsuxWHRQd,4hrd3G5XnJzDC5LZw0Fwgu
37i9dQZF1DX0XUsuxWHRQd,1WzuY075zswuk0pgMNrqCT
37i9dQZF1DX0XUsuxWHRQd,5ia8VbDkfzWBjC6f3bOTt1
37i9dQZF1DX0XUsuxWHRQd,4YQImHflXSiIMXntcwPkx8
37i9dQZF1DX0XUsuxWHRQd,3MbOT5mzE94Ne0Hv51akoS
37i9dQZF1DX0XUsuxWHRQd,2c7sRekhMGlj7u1WIIzoQu
37i9dQZF1DX0XUsuxWHRQd,3dw4v5lOsKRqIX3c1bouJW
37i9dQZF1DX0XUsuxWHRQd,028IoCfEoEoM9fwodhqNP5
37i9dQZF1DX4dyzvuaRJ0n,3M1r9ilL53PLcrLdIuyZ4J
37i9dQZF1DX4dyzvuaRJ0n,5SFCEkybGYmmzKqewtDEaN
37i9dQZF1DX4dyzvuaRJ0n,5ahq8vkzMznGmfN2EVOukP
37i9dQZF1DX4dyzvuaRJ0n,787Y2idwCU2Rk60Prv4wpr
37i9dQZF1DX4dyzvuaRJ0n,2f2dRxjiUOoV5qhZFbnVO6
37i9dQZF1DX4dyzvuaRJ0n,4Q2IUQo8YuoCqiRrDazKK4
37i9dQZF1DX4dyzvuaRJ0n,1CcLA0eaauck34YEIrvAAq
37i9dQZF1DX4dyzvuaRJ0n,0rK3a7tLRVgJBoc2DP3tIX
37i9dQZF1DX4dyzvuaRJ0n,5KTZgG84bKFGm53lhLtTqc
37i9dQZF1DX4dyzvuaRJ0n,5QOBT97OmYCZo1W5u7tRrB
37i9dQZF1DX4dyzvuaRJ0n,4heve4ydl1u6V3AD4moZq9
37i9dQZF1DX4dyzvuaRJ0n,7LXimIqTYO76Utly8VFABu
37i9dQZF1DX4dyzvuaRJ0n,7eUalfb6XYFlpM8LvHmsJD
37i9dQZF1DX4dyzvuaRJ0n,4LwxeWSBu0LQtEyGLb6FVP
37i9dQZF1DX4dyzvuaRJ0n,17t5Ba4T5CEYw2WG2clNeu
37i9dQZF1DX4dyzvuaRJ0n,6GrLwf1LdBCmkBOsmOcbPp
37i9dQZF1DX4dyzvuaRJ0n,4ejCsNXh66YasBUiwfBhDg
37i9dQZF1DX4dyzvuaRJ0n,74HBdKMibHlpW312HTFReN
37i9dQZF1DX4dyzvuaRJ0n,4feAKLuq3ShnAA84HcUFvf
37i9dQZF1DX4dyzvuaRJ0n,0OvO2X2Q3i98dc5RcgEN3x
37i9dQZF1DX4dyzvuaRJ0n,02QE4LsAj7DBjMRxolGE8a
37i9dQZF1DX4dyzvuaRJ0n,7mQAjg2u5udWhnQ07jIHI7
37i9dQZF1DX4dyzvuaRJ0n,0pjBqAz8GlxGlpaU4W0DxS
37i9dQZF1DX4dyzvuaRJ0n,1aNUSKBe6UMyMk3pEu9ws7
37i9dQZF1DX4dyzvuaRJ0n,31nfdEooLEq7dn3UMcIeB5
37i9dQZF1DX4dyzvuaRJ0n,51w0BMC24JALh8uzwRzjMB
37i9dQZF1DX4dyzvuaRJ0n,1IYlFAw4SThAoRx5DWwAjT
37i9dQZF1DX4dyzvuaRJ0n,4r9kj0CqH7RCp6Oxx56SvN
37i9dQZF1DX4dyzvuaRJ0n,4yc0wKwKXGkx9Vqc42MIFy
