artist_id,artist_name,uri,followers,popularity,genres
3SozjO3Lat463tQICI9LcE,Tyla,spotify:artist:3SozjO3Lat463tQICI9LcE,311158,74,[]
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,3173959,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
45dkTj5sMRSjrmBSBeiHym,Tate McRae,spotify:artist:45dkTj5sMRSjrmBSBeiHym,4165902,83,"['alt z', 'pop']"
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,42353541,85,"['dance pop', 'pop', 'uk pop']"
6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,36520280,83,"['pop', 'r&b']"
7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,spotify:artist:7uMDnSZyUYNBPLhPMNuaM2,370369,76,['singer-songwriter pop']
7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,16063562,87,"['pop', 'r&b', 'rap']"
06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,94400005,100,['pop']
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,11512231,89,['k-pop']
4q3ewBCX7sLwd24euuV69X,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,77353135,95,"['reggaeton', 'trap latino', 'urbano latino']"
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,27486230,86,"['dance pop', 'pop']"
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,30383252,87,['pop']
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,spotify:artist:40ZNYROS4zLfyyBSs2PGe2,2671741,86,"['classic oklahoma country', 'modern country pop']"
70kkdajctXSbqSMJbQO424,Kacey Musgraves,spotify:artist:70kkdajctXSbqSMJbQO424,1261172,75,"['classic texas country', 'contemporary country', 'country dawn']"
2uYWxilOVlUdk4oV9DvwqK,Mitski,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,5951670,82,"['brooklyn indie', 'pov: indie']"
46pWGuE3dSwY3bMMXGBvVS,Rema,spotify:artist:46pWGuE3dSwY3bMMXGBvVS,3581648,77,"['afrobeats', 'nigerian pop']"
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,46873877,81,"['pop', 'post-teen pop']"
06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,94400005,100,['pop']
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,27486230,86,"['dance pop', 'pop']"
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,42353541,85,"['dance pop', 'pop', 'uk pop']"
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,75238271,92,"['canadian contemporary r&b', 'canadian pop', 'pop']"
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,9292131,82,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,7387887,77,"['dance pop', 'pop']"
45dkTj5sMRSjrmBSBeiHym,Tate McRae,spotify:artist:45dkTj5sMRSjrmBSBeiHym,4165902,83,"['alt z', 'pop']"
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,spotify:artist:74KM79TiuVKeVCqs8QtB0B,6557937,78,['pop']
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,11512231,89,['k-pop']
3MdXrJWsbVzdn6fe5JYkSQ,Latto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,1322845,80,['trap queen']
2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,spotify:artist:2RQXRUsr4IW1f3mKyKsy4B,1658464,83,['pov: indie']
0jbo7KFNMiIkfBR6ih0yhm,iñigo quintero,spotify:artist:0jbo7KFNMiIkfBR6ih0yhm,260495,77,[]
33qOK5uJ8AR2xuQQAhHump,Teddy Swims,spotify:artist:33qOK5uJ8AR2xuQQAhHump,1000150,72,[]
7tYKF4w9nC0nq9CsPZTHyP,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,16063562,87,"['pop', 'r&b', 'rap']"
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,89405724,86,"['art pop', 'pop']"
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,6298775,83,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
246dkjvS1zLTtiykXe5h60,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,42928035,86,"['dfw rap', 'melodic rap', 'pop', 'rap']"
06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,94400005,100,['pop']
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,30383252,87,['pop']
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,spotify:artist:3WGpXCj9YhhfX11TToZcXP,8063488,78,"['australian pop', 'pop', 'viral pop']"
4zoRNhOhsGX3w8yBAnFSQ8,Paul Russell,spotify:artist:4zoRNhOhsGX3w8yBAnFSQ8,141161,65,['indie r&b']
3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,82697541,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,22081927,84,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,25387658,90,"['hip hop', 'rap', 'slap house']"
33NVpKoXjItPwUJTMZIOiY,David Kushner,spotify:artist:33NVpKoXjItPwUJTMZIOiY,1643727,75,['gen z singer-songwriter']
1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,75238271,92,"['canadian contemporary r&b', 'canadian pop', 'pop']"
250b0Wlc5Vk0CoUsaCY84M,JENNIE,spotify:artist:250b0Wlc5Vk0CoUsaCY84M,4710075,75,['k-pop']
1pBLC0qVRTB5zVMuteQ9jJ,Lily-Rose Depp,spotify:artist:1pBLC0qVRTB5zVMuteQ9jJ,52106,71,['pop']
6HvZYsbFfjnjFrWF950C9d,NewJeans,spotify:artist:6HvZYsbFfjnjFrWF950C9d,6321969,80,"['k-pop', 'k-pop girl group']"
4E2rKHVDssGJm2SCDOMMJB,Doechii,spotify:artist:4E2rKHVDssGJm2SCDOMMJB,377806,69,['alternative r&b']
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,spotify:artist:1U1el3k54VvEUzo3ybLPlM,5763420,82,['colombian pop']
5wCmhq5J2hPwL2r0eKurxn,cassö,spotify:artist:5wCmhq5J2hPwL2r0eKurxn,24562,73,[]
5KKpBU5eC2tJDzf0wmlRp2,RAYE,spotify:artist:5KKpBU5eC2tJDzf0wmlRp2,1087121,78,"['uk contemporary r&b', 'uk pop']"
5VadK1havLhK1OpKYsXv9y,D-Block Europe,spotify:artist:5VadK1havLhK1OpKYsXv9y,1242481,76,"['melodic drill', 'uk hip hop']"
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,spotify:artist:4GJ6xDCF5jaUqD6avOuQT6,1387116,69,['k-pop girl group']
7iK8PXO48WeuP03g8YR51W,Myke Towers,spotify:artist:7iK8PXO48WeuP03g8YR51W,13394790,85,"['reggaeton', 'trap latino', 'urbano latino']"
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,30253790,84,"['hip pop', 'pop', 'queens hip hop', 'rap']"
3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,spotify:artist:3LZZPxNDGDFVSIPqf4JuEf,2417941,75,['bronx drill']
6kBjAFKyd0he7LiA5GQ3Gz,Aqua,spotify:artist:6kBjAFKyd0he7LiA5GQ3Gz,584027,70,"['bubblegum dance', 'eurodance', 'europop']"
2mLA48B366zkELXYx7hcDN,Peggy Gou,spotify:artist:2mLA48B366zkELXYx7hcDN,814790,69,"['electra', 'float house']"
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,spotify:artist:5YGY8feqx7naU7z4HrwZM6,22791313,82,['pop']
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,4927850,81,['australian hip hop']
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,11512231,89,['k-pop']
5H4yInM5zmHqpKIoMNAx4r,Central Cee,spotify:artist:5H4yInM5zmHqpKIoMNAx4r,4407000,80,['melodic drill']
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,46873877,81,"['pop', 'post-teen pop']"
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa,30145467,88,"['art pop', 'pop']"
6Ip8FS7vWT1uKkJSweANQK,Dave,spotify:artist:6Ip8FS7vWT1uKkJSweANQK,4038420,77,['uk hip hop']
5H4yInM5zmHqpKIoMNAx4r,Central Cee,spotify:artist:5H4yInM5zmHqpKIoMNAx4r,4407000,80,['melodic drill']
3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,82697541,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx,3622128,81,"['pluggnb', 'rage rap']"
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,spotify:artist:2LIk90788K0zvyj2JJVwkJ,3173959,82,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
6U3ybJ9UHNKEdsH7ktGBZ7,JID,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,1429478,75,"['hip hop', 'pop rap', 'rap', 'underground hip hop']"
1URnnhqYAYcrqrcwql10ft,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,15722311,88,"['atl hip hop', 'hip hop', 'rap']"
3IJ21966TwNZI24MwZHMu4,Baby Tate,spotify:artist:3IJ21966TwNZI24MwZHMu4,401586,68,['trap queen']
6AUl0ykLLpvTktob97x9hO,Tee Grizzley,spotify:artist:6AUl0ykLLpvTktob97x9hO,3608095,68,"['detroit hip hop', 'detroit trap', 'rap', 'southern hip hop', 'trap']"
1URnnhqYAYcrqrcwql10ft,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,15722311,88,"['atl hip hop', 'hip hop', 'rap']"
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,6614656,79,"['melodic rap', 'pluggnb', 'rap']"
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,spotify:artist:6qxpnaukVayrQn6ViNvu9I,270594,70,['southern hip hop']
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,3308308,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,82697541,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,22081927,84,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
4VCriUU9CsPnUvoAsxVk1p,310babii,spotify:artist:4VCriUU9CsPnUvoAsxVk1p,23132,60,[]
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,3308308,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,25387658,90,"['hip hop', 'rap', 'slap house']"
4W7fxKwDR9luCrOryB3GVK,Rundown Spaz,spotify:artist:4W7fxKwDR9luCrOryB3GVK,42294,58,['rva drill']
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,spotify:artist:6qxpnaukVayrQn6ViNvu9I,270594,70,['southern hip hop']
3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,82697541,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,spotify:artist:3DbwFQlvLxRSi2uX8mf81A,360537,73,['trap queen']
7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,12128956,80,"['baton rouge rap', 'rap']"
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,27486230,86,"['dance pop', 'pop']"
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,25387658,90,"['hip hop', 'rap', 'slap house']"
4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,spotify:artist:4Ga1P7PMIsmqEZqhYZQgDo,6614656,79,"['melodic rap', 'pluggnb', 'rap']"
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,9971443,79,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
17lzZA2AlOHwCwFALHttmp,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,8084931,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,14294022,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,5167131,75,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
0RESbWvOMyua0yuyVrztJ5,Key Glock,spotify:artist:0RESbWvOMyua0yuyVrztJ5,1794629,74,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
0yknvLWQZxwsMjhUhwWZQ8,41,spotify:artist:0yknvLWQZxwsMjhUhwWZQ8,83608,62,['new york drill']
0hF6lbAjRsq4svrQUr5sgU,Kyle Richh,spotify:artist:0hF6lbAjRsq4svrQUr5sgU,188436,65,['new york drill']
3BcgTyEdL81zMljmXcilZM,Jenn Carter,spotify:artist:3BcgTyEdL81zMljmXcilZM,148332,64,['new york drill']
43s6uFZrdusv7ggmDSpO41,TaTa,spotify:artist:43s6uFZrdusv7ggmDSpO41,113856,64,['new york drill']
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,25387658,90,"['hip hop', 'rap', 'slap house']"
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,spotify:artist:699OTQXzgjhIYAHMy9RyPD,9292131,82,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']"
2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,4927850,81,['australian hip hop']
1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,15427847,87,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
4Q7FV4mw6Q3va79JwftGRv,BabyDrill,spotify:artist:4Q7FV4mw6Q3va79JwftGRv,39061,59,[]
45TgXXqMDdF8BkjA83OM7z,Rod Wave,spotify:artist:45TgXXqMDdF8BkjA83OM7z,5996312,79,['florida rap']
17lzZA2AlOHwCwFALHttmp,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,8084931,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,14294022,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
002HSjuWsGMinkXTa7JcRp,Turbo,spotify:artist:002HSjuWsGMinkXTa7JcRp,15007,54,[]
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,6298775,83,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,spotify:artist:181bsRPaVXVlUKXrxwZfHK,8215332,75,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,6298775,83,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
5Matrg5du62bXwer29cU5T,Benny The Butcher,spotify:artist:5Matrg5du62bXwer29cU5T,365436,62,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'upstate ny rap']"
55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,14294022,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,spotify:artist:0ErzCpIMyLcjPiwT4elrtZ,7143528,77,"['memphis hip hop', 'rap']"
6qxpnaukVayrQn6ViNvu9I,BigXthaPlug,spotify:artist:6qxpnaukVayrQn6ViNvu9I,270594,70,['southern hip hop']
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,3308308,78,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,15427847,87,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
0VRj0yCOv2FXJNP47XQnx5,Quavo,spotify:artist:0VRj0yCOv2FXJNP47XQnx5,7073662,76,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,15427847,87,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
45TgXXqMDdF8BkjA83OM7z,Rod Wave,spotify:artist:45TgXXqMDdF8BkjA83OM7z,5996312,79,['florida rap']
1URnnhqYAYcrqrcwql10ft,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,15722311,88,"['atl hip hop', 'hip hop', 'rap']"
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,spotify:artist:31W5EY0aAly4Qieq6OFu6I,7864282,78,"['melodic rap', 'rap', 'trap']"
7rkW85dBwwrJtlHRDkJDAC,NAV,spotify:artist:7rkW85dBwwrJtlHRDkJDAC,3421730,71,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'trap']"
46SHBwWsqBkxI7EeeBEQG7,Kodak Black,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,9971443,79,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,5167131,75,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
36HvjE9pV91jEjO1qBRidS,B.G.,spotify:artist:36HvjE9pV91jEjO1qBRidS,657915,50,"['dirty south rap', 'new orleans rap']"
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,1555719,65,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,25387658,90,"['hip hop', 'rap', 'slap house']"
3TVXtAsR1Inumwj472S9r4,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,82697541,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
0gg11prPP6OqtUvBcKnPpq,Rylo Rodriguez,spotify:artist:0gg11prPP6OqtUvBcKnPpq,415696,60,"['alabama rap', 'atl trap', 'tennessee hip hop']"
4PNHuWkk4ee6R8WEhFVPf5,NoCap,spotify:artist:4PNHuWkk4ee6R8WEhFVPf5,1128079,60,"['alabama rap', 'atl trap']"
5yPzzu25VzEk8qrGTLIrE1,Young Nudy,spotify:artist:5yPzzu25VzEk8qrGTLIrE1,1361599,70,"['pluggnb', 'rap', 'trap']"
3MdXrJWsbVzdn6fe5JYkSQ,Latto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,1322845,80,['trap queen']
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,spotify:artist:3DbwFQlvLxRSi2uX8mf81A,360537,73,['trap queen']
17lzZA2AlOHwCwFALHttmp,2 Chainz,spotify:artist:17lzZA2AlOHwCwFALHttmp,8084931,75,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,14294022,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
1URnnhqYAYcrqrcwql10ft,21 Savage,spotify:artist:1URnnhqYAYcrqrcwql10ft,15722311,88,"['atl hip hop', 'hip hop', 'rap']"
3hcs9uc56yIGFCSy9leWe7,Lil Durk,spotify:artist:3hcs9uc56yIGFCSy9leWe7,6624226,80,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
2Hm8pRagdhRNFBbCiGaJEI,chief wuk,spotify:artist:2Hm8pRagdhRNFBbCiGaJEI,2757,53,[]
3IaKn0ExWTMPqa0mscUYw3,Only The Family,spotify:artist:3IaKn0ExWTMPqa0mscUYw3,406442,64,['chicago rap']
3MdXrJWsbVzdn6fe5JYkSQ,Latto,spotify:artist:3MdXrJWsbVzdn6fe5JYkSQ,1322845,80,['trap queen']
4Q7FV4mw6Q3va79JwftGRv,BabyDrill,spotify:artist:4Q7FV4mw6Q3va79JwftGRv,39061,59,[]
45gHcnDnMC15sgx3VL7ROG,42 Dugg,spotify:artist:45gHcnDnMC15sgx3VL7ROG,935764,69,"['detroit trap', 'southern hip hop', 'trap']"
6C1ohJrd5VydigQtaGy5Wa,Joyner Lucas,spotify:artist:6C1ohJrd5VydigQtaGy5Wa,2118689,68,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
4kYSro6naA4h99UJvo89HB,Cardi B,spotify:artist:4kYSro6naA4h99UJvo89HB,22744185,77,"['pop', 'rap']"
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,spotify:artist:181bsRPaVXVlUKXrxwZfHK,8215332,75,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
5LHRHt1k9lMyONurDHEdrp,Tyga,spotify:artist:5LHRHt1k9lMyONurDHEdrp,6935892,77,"['hip hop', 'pop rap', 'rap', 'trap']"
0A0FS04o6zMoto8OKPsDwY,YG,spotify:artist:0A0FS04o6zMoto8OKPsDwY,3206616,71,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,14294022,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
3gBZUcNeVumkeeJ19CY2sX,Ken Carson,spotify:artist:3gBZUcNeVumkeeJ19CY2sX,886306,76,['rage rap']
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,7137844,75,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
20sxb77xiYeusSH8cVdatc,Meek Mill,spotify:artist:20sxb77xiYeusSH8cVdatc,7702298,73,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1RyvyyTE3xzB2ZywiAwp0i,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,15427847,87,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,9187977,79,"['melodic rap', 'rap', 'trap']"
1t22AdiJ8P9eXOnoJ8xPJT,YTB Fatt,spotify:artist:1t22AdiJ8P9eXOnoJ8xPJT,27988,54,['memphis hip hop']
1NaQOKgddaJipUtmptb7GI,Argy,spotify:artist:1NaQOKgddaJipUtmptb7GI,69913,56,[]
4zPg2ECAB9rHtMAx8faWfc,Omnya,spotify:artist:4zPg2ECAB9rHtMAx8faWfc,2581,51,[]
4XC335ouK6pXyq4QiIb8bP,Eliza Rose,spotify:artist:4XC335ouK6pXyq4QiIb8bP,48904,60,['house']
7CajNmpbOovFoOoasH2HaY,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,23479270,83,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']"
6qgnBH6iDM91ipVXv28OMu,KAYTRANADA,spotify:artist:6qgnBH6iDM91ipVXv28OMu,1330108,67,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']"
3MM3uKNdJbvefUael12dl3,Rochelle Jordan,spotify:artist:3MM3uKNdJbvefUael12dl3,46160,44,['alternative r&b']
205i7E8fNVfojowcQSfK9m,Dom Dolla,spotify:artist:205i7E8fNVfojowcQSfK9m,292726,66,"['australian house', 'deep groove house', 'house']"
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,7195172,80,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']"
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,3182620,72,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']"
7ui1kBUIbujvJnIXxDjoWz,NIIKO X SWAE,spotify:artist:7ui1kBUIbujvJnIXxDjoWz,30884,50,[]
3KjZMSSy0BaCVdvL0VABRO,GUDFELLA,spotify:artist:3KjZMSSy0BaCVdvL0VABRO,7345,49,[]
3SozjO3Lat463tQICI9LcE,Tyla,spotify:artist:3SozjO3Lat463tQICI9LcE,311158,74,[]
